,numOfTraders,minNumOfUnitsPerTrader,maxNumOfUnitsPerTrader,maxNoiseSize,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MIDA-lottery gain,MIDA-Vickrey traders gain,MIDA-Vickrey total gain
0,40000000.0,100.0,100000.0,50.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,200226.0,200226.0,20022600.0,1001617218.6583385,993508492.9233083,987179891.5924451,1001526886.533076
1,40000000.0,100.0,100000.0,100.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,200435.0,200435.0,20043500.0,2003959063.411337,1665157489.7450924,1397037899.8066242,1935586677.7186594
2,40000000.0,100.0,100000.0,150.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,199672.0,199672.0,19967200.0,2997470863.0416174,2850580642.558486,2714713494.479646,2988455752.9181366
3,40000000.0,100.0,100000.0,200.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,200079.0,200079.0,20007900.0,3999611102.5580616,3405280337.2154617,2922163202.2079153,3893396782.431864
4,40000000.0,100.0,100000.0,300.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,200117.0,200117.0,20011700.0,6006591878.783949,5566809787.641413,5167244332.8863735,5966098345.093999
5,40000000.0,100.0,100000.0,350.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,199873.0,199873.0,19987300.0,6992449780.634117,6640409796.377714,6326524722.372718,6970547378.598834
6,40000000.0,100.0,100000.0,400.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,199957.0,199957.0,19995700.0,8004201548.875911,7650652649.605937,7321069376.530976,7984363022.139552
7,40000000.0,100.0,100000.0,450.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,199879.0,199879.0,19987900.0,8992980216.169846,8333954289.991192,7742244320.538142,8932808033.055956
8,40000000.0,100.0,100000.0,500.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,200512.0,200512.0,20051200.0,10043390294.61733,8669428231.252289,7520915959.262659,9815731656.738195
9,40000000.0,100.0,100000.0,250.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,200582.0,200582.0,20058200.0,5013583854.262214,4652689933.013681,4327619646.949375,4981221667.107543
