,numOfTraders,minNumOfUnitsPerTrader,maxNumOfUnitsPerTrader,maxNoiseSize,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MIDA-lottery gain,MIDA-Vickrey traders gain,MIDA-Vickrey total gain
0,400000.0,100.0,100.0,250.0,4000.0,4000.0,8000.0,4000.0,800000.0,100.0,100.0,1.0,8944.27190999916,2032.0,2032.0,203200.0,51448359.61760555,51219441.50831368,51235543.8436147,51447779.41584007
1,400000.0,100.0,1000.0,250.0,400.0,400.0,800.0,400.0,800000.0,1000.0,1000.0,1.0,28284.2712474619,1997.0,1997.0,199700.0,49858362.88591634,48729449.33804467,47599249.793010086,49820986.24664213
2,400000.0,100.0,10000.0,250.0,40.0,40.0,80.0,40.0,800000.0,10000.0,10000.0,1.0,89442.71909999159,1994.0,1994.0,199400.0,50676709.450996354,50524882.17486064,50501378.56050335,50671239.434974715
3,400000.0,100.0,1000000.0,250.0,1.0,1.0,2.0,1.0,800000.0,400000.0,400000.0,1.0,565685.4249492381,1993.0,1993.0,199300.0,50420161.385119125,0.0,0.0,0.0
4,400000.0,100.0,10000000.0,250.0,1.0,1.0,2.0,1.0,800000.0,400000.0,400000.0,1.0,565685.4249492381,2029.0,2029.0,202900.0,51204751.255770564,0.0,0.0,0.0
5,400000.0,100.0,100000000.0,250.0,1.0,1.0,2.0,1.0,800000.0,400000.0,400000.0,1.0,565685.4249492381,2010.0,2010.0,201000.0,49788923.19260666,0.0,0.0,0.0
6,400000.0,100.0,100000.0,250.0,4.0,4.0,8.0,4.0,800000.0,100000.0,100000.0,1.0,282842.71247461904,1955.0,1955.0,195500.0,49318425.824359685,49285350.25715116,49285282.90658001,49305121.96919095
7,400000.0,100.0,100.0,250.0,4000.0,4000.0,8000.0,4000.0,800000.0,100.0,100.0,1.0,8944.27190999916,2024.0,2024.0,202400.0,52002391.49757169,50981543.249356434,50366784.21649596,51985844.16012413
8,400000.0,100.0,1000.0,250.0,400.0,400.0,800.0,400.0,800000.0,1000.0,1000.0,1.0,28284.2712474619,1981.0,1981.0,198100.0,50678689.12337576,49958501.720329955,49291860.686063245,50665493.91699407
9,400000.0,100.0,10000.0,250.0,40.0,40.0,80.0,40.0,800000.0,10000.0,10000.0,1.0,89442.71909999159,2022.0,2022.0,202200.0,51350709.36722158,41148949.773999125,32358969.458345864,48611795.374265105
10,400000.0,100.0,1000000.0,250.0,1.0,1.0,2.0,1.0,800000.0,400000.0,400000.0,1.0,565685.4249492381,2035.0,2035.0,203500.0,50591163.38686158,0.0,0.0,0.0
11,400000.0,100.0,10000000.0,250.0,1.0,1.0,2.0,1.0,800000.0,400000.0,400000.0,1.0,565685.4249492381,1987.0,1987.0,198700.0,49538460.09357329,0.0,0.0,0.0
12,400000.0,100.0,100000000.0,250.0,1.0,1.0,2.0,1.0,800000.0,400000.0,400000.0,1.0,565685.4249492381,2034.0,2034.0,203400.0,50854313.08527951,0.0,0.0,0.0
