,numOfTraders,minNumOfUnitsPerTrader,maxNumOfUnitsPerTrader,maxNoiseSize,Total buyers,Total sellers,Total traders,Min total traders,Total units,Max units per trader,Min units per trader,Normalized max units per trader,stddev,Optimal buyers,Optimal sellers,Optimal units,Optimal gain,MIDA-lottery gain,MIDA-Vickrey traders gain,MIDA-Vickrey total gain
0,40000000.0,100000.0,100000.0,50.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,202.0,202.0,20200000.0,1034608129.5520039,953836566.5579001,859091891.5405192,1023425792.6304038
1,40000000.0,100000.0,100000.0,100.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,193.0,193.0,19300000.0,1992238458.0736713,1814755980.8041406,1680575730.2955837,1973610447.0324106
2,40000000.0,100000.0,100000.0,150.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,198.0,198.0,19800000.0,2962272342.093836,2642921129.163069,2438653488.4119673,2924581165.796703
3,40000000.0,100000.0,100000.0,200.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,199.0,199.0,19900000.0,4159555023.6752005,4026001130.3951535,3980797187.2587852,4154092330.0558825
4,40000000.0,100000.0,100000.0,300.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,202.0,202.0,20200000.0,6039864562.832948,5777884584.333912,5525250839.822209,6021337312.038574
5,40000000.0,100000.0,100000.0,350.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,207.0,207.0,20700000.0,7638097231.160027,7582669429.395558,7536673487.40151,7637157485.002783
6,40000000.0,100000.0,100000.0,400.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,197.0,197.0,19700000.0,8092577102.889317,7617509007.619041,7441317992.289987,8066842745.208988
7,40000000.0,100000.0,100000.0,450.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,196.0,196.0,19600000.0,8395845617.674368,8211158021.195644,7950352282.166549,8386596360.05196
8,40000000.0,100000.0,100000.0,500.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,209.0,209.0,20900000.0,10025549073.120167,9438349996.382647,8865326233.757307,9956914134.360706
9,40000000.0,100000.0,100000.0,250.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,205.0,205.0,20500000.0,4990740744.646174,4697818486.962791,4262831217.170075,4959059255.168624
10,40000000.0,100000.0,100000.0,50.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,205.0,205.0,20500000.0,1046998279.7035732,939932990.6610781,822667682.6453607,1030418697.2469864
11,40000000.0,100000.0,100000.0,100.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,206.0,206.0,20600000.0,2083750845.79599,1961518687.0767994,1801411468.5116084,2069388156.6174474
12,40000000.0,100000.0,100000.0,150.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,203.0,203.0,20300000.0,3177157819.2713747,3044263258.2832212,2856935782.4355874,3168487642.218364
13,40000000.0,100000.0,100000.0,200.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,195.0,195.0,19500000.0,3738004514.816511,3684340753.9563723,3706050116.975277,3737830056.6676283
14,40000000.0,100000.0,100000.0,300.0,400.0,400.0,800.0,400.0,80000000.0,100000.0,100000.0,1.0,2828427.12474619,208.0,208.0,20800000.0,6162929381.593773,5489394046.653341,4982537697.754486,6078107042.349791
