,Symbol,Date,Walrasian Price
2028,IPT,910116.0,inf
2029,ALX,901126.0,22.875
2030,AR ,901115.0,24.625
2031,PH ,901228.0,24.375
2032,AMO,901127.0,9.75
2033,NT ,901231.0,28.0
2034,VRC,901115.0,8.5
2035,PIR,910111.0,6.75
2036,PRI,910125.0,13.5
2037,CYM,910116.0,18.125
2038,TEK,901109.0,16.0
2039,XON,901114.0,50.375
2040,NSI,901231.0,25.625
2041,LPX,901221.0,27.125
2042,EKO,901212.0,inf
2043,GRH,910115.0,inf
2044,HFI,901107.0,7.25
2045,GBE,910123.0,1.125
2046,KR ,901109.0,12.0
2047,ACS,901120.0,inf
2048,SNT,910116.0,inf
2049,T  ,910118.0,31.125
2050,PIR,910116.0,4.5
2051,SWY,901123.0,16.75
2052,CPC,910103.0,80.25
2053,ADU,901211.0,0.1875
2054,PPL,910130.0,43.0
2055,DLT,901214.0,0.625
2056,KFV,901207.0,11.625
2057,TCI,901204.0,inf
2058,FDX,901106.0,34.5
2059,T  ,901212.0,30.0
2060,CL ,910104.0,69.875
2061,MBK,910123.0,17.25
2062,CU ,901105.0,16.75
2063,PLP,901116.0,29.0
2064,BA ,901106.0,45.875
2065,DP ,910104.0,33.0
2066,NI ,901102.0,17.625
2067,FPL,901129.0,27.5
2068,IS ,910131.0,2.25
2069,ICM,910104.0,inf
2070,FLP,910122.0,3.125
2071,NIC,910107.0,7.125
2072,WCS,901112.0,18.5
2073,SPF,901226.0,5.75
2074,ZNT,910108.0,inf
2075,FBO,901115.0,17.75
2076,WIN,901101.0,30.125
2077,SAH,901210.0,5.375
2078,MNY,901205.0,inf
2079,BMC,901119.0,3.375
2080,W  ,910128.0,27.875
2081,DI ,901213.0,20.0
2082,OCQ,910109.0,inf
2083,SJI,901127.0,inf
2084,URS,910123.0,3.25
2085,ALL,910103.0,9.0
2086,FDX,901210.0,32.625
2087,IS ,901220.0,inf
2088,LOG,910125.0,20.5
2089,LUK,910103.0,23.0
2090,PRI,910128.0,13.25
2091,FBO,901211.0,16.875
2092,AR ,910108.0,26.0
2093,ADU,910118.0,0.14063
2094,MO ,901227.0,51.375
2095,CYM,901121.0,15.875
2096,T  ,901105.0,34.75
2097,W  ,901221.0,27.125
2098,ACN,901213.0,inf
2099,ACS,910107.0,inf
2100,GMH,901203.0,18.25
2101,KWD,901210.0,10.375
2102,UEP,901130.0,28.625
2103,IPT,910130.0,18.25
2104,BMC,910124.0,4.0
2105,WDG,901220.0,0.6875
2106,USH,901123.0,29.75
2107,GE ,901218.0,56.125
2108,MRT,910123.0,2.375
2109,CP ,901205.0,17.0
2110,VRC,901109.0,inf
2111,FBO,901219.0,inf
2112,FMI,901114.0,7.375
2113,CLE,910116.0,10.25
2114,AMD,910102.0,5.0
2115,T  ,910114.0,29.25
2116,CU ,901129.0,18.0
2117,KWD,910115.0,9.75
2118,GRH,910129.0,2.625
2119,IPT,901107.0,19.375
2120,IPT,901213.0,19.875
2121,GPI,910116.0,inf
2122,VRC,901226.0,inf
2123,GE ,910103.0,56.0
2124,FPC,901113.0,inf
2125,RDA,901128.0,26.375
2126,FBO,910118.0,19.625
2127,ZIF,901203.0,4.75
2128,WHX,901102.0,2.625
2129,CMY,910122.0,27.75
2130,ITG,901231.0,0.09375
2131,AMD,901106.0,3.875
2132,RPS,901116.0,5.125
2133,MO ,910110.0,48.875
2134,CUE,901105.0,10.625
2135,DP ,910102.0,33.0
2136,OEH,901217.0,3.125
2137,KFV,910111.0,inf
2138,PEO,901130.0,inf
2139,ACN,901107.0,24.25
2140,LOG,901128.0,20.0
2141,MO ,901220.0,51.0
2142,HAN,910129.0,19.0
2143,NIC,910125.0,8.375
2144,AL ,910128.0,20.5
2145,CPC,901214.0,inf
2146,FBO,901109.0,15.625
2147,CMY,901224.0,inf
2148,AC ,901112.0,13.625
2149,MRT,901106.0,3.0
2150,MC ,901116.0,124.5
2151,AR ,910128.0,27.375
2152,KFV,901211.0,11.625
2153,BA ,901121.0,43.5
2154,MO ,901130.0,48.375
2155,EHP,901126.0,0.75
2156,IEI,901102.0,22.0
2157,HF ,910104.0,inf
2158,FLP,901219.0,1.25
2159,AC ,901226.0,16.25
2160,FBO,901205.0,16.25
2161,AL ,901129.0,17.25
2162,BZF,910117.0,7.5
2163,IBM,910129.0,125.0
2164,PLP,901219.0,26.25
2165,DP ,901128.0,25.75
2166,POM,901102.0,19.875
2167,GE ,901123.0,53.75
2168,AC ,910128.0,16.75
2169,ACN,901231.0,26.625
2170,AYD,901101.0,10.625
2171,LPX,910104.0,27.125
2172,IBM,901231.0,113.25
2173,CP ,901101.0,inf
2174,BMC,910110.0,3.25
2175,GE ,901228.0,57.125
2176,WIN,901120.0,33.75
2177,FOE,910118.0,17.0
2178,PCO,901206.0,19.375
2179,EKO,901121.0,2.875
2180,ADU,901109.0,1.125
2181,PMI,901207.0,17.25
2182,UEP,901204.0,28.875
2183,PIR,910131.0,5.875
2184,DCN,910111.0,inf
2185,BG ,901211.0,24.25
2186,RDA,901227.0,29.0
2187,ACS,910125.0,inf
2188,PPL,901108.0,inf
2189,GMH,910128.0,19.375
2190,UAM,901112.0,13.5
2191,PEO,901213.0,25.125
2192,IPT,901227.0,17.75
2193,EKO,901106.0,2.75
2194,VRC,901220.0,8.0
2195,TXI,910122.0,inf
2196,SNT,901127.0,53.125
2197,FPC,910109.0,inf
2198,NT ,910122.0,inf
2199,PRI,910104.0,14.0
2200,FBO,910128.0,21.5
2201,SLB,901219.0,55.25
2202,EMC,901107.0,7.25
2203,CPY,910123.0,inf
2204,CLE,901227.0,9.75
2205,W  ,910110.0,26.5
2206,GE ,901112.0,55.125
2207,DP ,901107.0,24.5
2208,BA ,901102.0,44.875
2209,HTR,910107.0,10.25
2210,AL ,901106.0,17.75
2211,GLX,901204.0,33.125
2212,IS ,910103.0,inf
2213,W  ,901113.0,24.75
2214,PH ,901207.0,23.25
2215,DCN,901108.0,21.25
2216,MO ,901105.0,48.75
2217,AL ,910114.0,19.125
2218,GPI,901213.0,8.75
2219,SPF,910122.0,5.875
2220,MC ,901106.0,130.0
2221,PCO,910114.0,16.875
2222,MON,910109.0,0.5
2223,AR ,910114.0,inf
2224,MX ,901214.0,16.75
2225,PCO,901127.0,18.375
2226,OEH,910110.0,3.5
2227,HAN,910123.0,18.125
2228,CYR,901221.0,30.0
2229,LOG,901115.0,21.625
2230,PIM,901217.0,6.75
2231,ACN,901128.0,25.75
2232,LUK,910131.0,21.375
2233,PIR,901108.0,4.0
2234,ALL,901119.0,inf
2235,W  ,901108.0,24.125
2236,FNM,901219.0,35.125
2237,ZIF,910124.0,inf
2238,DP ,901126.0,25.875
2239,CYR,910123.0,35.625
2240,AMD,901129.0,4.125
2241,WIN,901217.0,inf
2242,AC ,910114.0,15.75
2243,AYD,901119.0,11.25
2244,CLE,901102.0,11.25
2245,COA,901203.0,3.875
2246,EMC,901126.0,8.25
2247,GPI,901211.0,8.625
2248,MNY,910121.0,10.875
2249,SWY,901106.0,11.25
2250,MNY,910131.0,11.0
2251,BZF,901109.0,7.5
2252,IPT,901128.0,19.375
2253,OCQ,901123.0,11.5
2254,FPL,910129.0,28.75
2255,DCN,910125.0,28.875
2256,TCI,901205.0,3.5
2257,CU ,901106.0,17.25
2258,HAN,901207.0,19.125
2259,POM,910128.0,20.0
2260,KWD,910111.0,10.125
2261,GRH,901206.0,2.625
2262,FMI,901121.0,inf
2263,IBM,901101.0,106.375
2264,BA ,910109.0,45.0
2265,MCN,901109.0,20.875
2266,MC ,910107.0,inf
2267,FPC,910123.0,38.0
2268,GE ,910131.0,63.0
2269,FDX,910109.0,33.375
2270,MDP,910131.0,24.5
2271,UMG,910103.0,2.0
2272,ATE,901211.0,33.75
2273,HTR,901231.0,10.125
2274,EHP,910104.0,2.75
2275,BZF,910116.0,6.75
2276,TXI,901218.0,inf
2277,KFV,901217.0,11.75
2278,W  ,910124.0,28.0
2279,TCI,901227.0,4.0
2280,EFG,910114.0,inf
2281,RDA,910114.0,29.625
2282,AMO,910131.0,9.625
2283,COA,910128.0,4.5
2284,HFI,910108.0,inf
2285,HTR,910121.0,10.25
2286,REC,901228.0,5.125
2287,ALL,901224.0,inf
2288,GLX,901210.0,33.375
2289,NSP,901207.0,34.0
2290,TEK,910122.0,18.625
2291,PIM,910108.0,6.875
2292,NSI,910107.0,24.625
2293,AL ,910108.0,19.0
2294,GRH,901207.0,2.625
2295,FPC,901107.0,inf
2296,CYR,901126.0,26.625
2297,NSP,910109.0,inf
2298,SAH,901228.0,4.875
2299,UWR,910122.0,inf
2300,AYD,910110.0,inf
2301,FBO,901120.0,16.875
2302,CUE,901217.0,14.375
2303,BRT,910124.0,3.0
2304,OEH,910124.0,3.0
2305,AMD,901224.0,5.125
2306,LOG,901101.0,20.0
2307,SWY,910129.0,14.625
2308,ICM,901213.0,4.0
2309,RPS,910114.0,5.0
2310,FPL,901106.0,28.5
2311,DLT,901129.0,inf
2312,BA ,901129.0,42.875
2313,PLP,901127.0,27.75
2314,TEK,901217.0,20.375
2315,SLB,901203.0,56.0
2316,ITG,910116.0,0.125
2317,FFB,910109.0,15.125
2318,RPS,901228.0,inf
2319,DBD,901112.0,inf
2320,CLE,901116.0,13.0
2321,GBE,901204.0,1.375
2322,REC,910107.0,5.0
2323,VRC,910122.0,7.875
2324,NT ,901207.0,28.125
2325,CP ,901212.0,17.5
2326,BZF,901115.0,7.125
2327,EKO,901221.0,2.625
2328,HFI,901128.0,inf
2329,FBO,901220.0,17.5
2330,DCN,910131.0,30.0
2331,PEO,910114.0,24.75
2332,HE ,910125.0,inf
2333,XON,901129.0,50.125
2334,ACS,910129.0,inf
2335,POM,910118.0,20.0
2336,LPX,901213.0,26.5
2337,IBM,901119.0,114.5
2338,CPC,910124.0,76.25
2339,UWR,901115.0,11.0
2340,TCI,910108.0,4.0
2341,VRC,901120.0,11.625
2342,CL ,901113.0,70.125
2343,VCC,901204.0,1.5
2344,MON,901219.0,0.4375
2345,FBO,910108.0,17.625
2346,GBE,901119.0,1.625
2347,PPL,910104.0,43.125
2348,ARX,910131.0,1.5
2349,URS,901217.0,inf
2350,DCN,901210.0,26.625
2351,FPL,901206.0,28.75
2352,AYD,901226.0,inf
2353,KFV,901231.0,11.875
2354,ICM,901119.0,inf
2355,EFG,910128.0,inf
2356,NNP,901212.0,14.75
2357,POM,901129.0,19.625
2358,USH,901114.0,29.75
2359,VCC,910111.0,1.5
2360,WIN,901218.0,32.125
2361,WCS,910116.0,20.375
2362,KFV,910121.0,11.625
2363,GLX,901224.0,32.125
2364,FFB,901108.0,15.0
2365,FLP,901108.0,1.25
2366,MRT,901218.0,2.875
2367,IS ,901101.0,2.0
2368,NSI,910121.0,23.875
2369,NI ,910130.0,inf
2370,MO ,901101.0,47.625
2371,GRH,901221.0,2.5
2372,WCS,901218.0,18.875
2373,ZIF,901214.0,4.75
2374,HFI,910125.0,9.25
2375,CMY,901126.0,26.125
2376,MC ,901227.0,129.5
2377,UMG,901127.0,2.125
2378,CUE,901207.0,12.375
2379,PRI,901116.0,13.375
2380,OEH,910130.0,2.75
2381,DP ,901205.0,27.25
2382,CYM,901210.0,18.625
2383,HF ,910118.0,inf
2384,NSP,901108.0,31.625
2385,ICM,901203.0,3.625
2386,ZIF,910107.0,4.75
2387,FPL,901116.0,27.125
2388,SLT,901212.0,2.25
2389,COA,901120.0,3.75
2390,PRI,901206.0,16.5
2391,IEI,901108.0,22.25
2392,WIN,910131.0,inf
2393,FOE,901206.0,18.75
2394,IBM,901205.0,114.25
2395,ATE,901112.0,34.25
2396,FOE,901226.0,18.75
2397,WDG,901212.0,1.0
2398,OEH,901126.0,2.625
2399,FOE,910108.0,17.75
2400,AMN,910110.0,39.375
2401,CP ,910103.0,18.0
2402,FMI,901214.0,inf
2403,PRI,901107.0,12.25
2404,CLE,901204.0,10.0
2405,WHX,910103.0,inf
2406,GBE,910108.0,1.125
2407,PEO,910128.0,25.375
2408,HE ,910115.0,29.875
2409,NT ,901109.0,25.125
2410,HAN,901227.0,18.625
2411,LUK,901213.0,22.25
2412,EKO,910125.0,3.125
2413,POM,901121.0,20.0
2414,IEI,910114.0,inf
2415,ARX,901105.0,1.75
2416,GPI,910108.0,8.875
2417,DBD,901204.0,35.5
2418,CMY,910130.0,29.375
2419,NT ,910108.0,27.625
2420,FDX,910129.0,38.75
2421,ALX,901107.0,25.0
2422,WIN,901203.0,36.0
2423,OEH,901220.0,3.5
2424,BZF,910104.0,7.0
2425,FOE,901113.0,18.625
2426,GLX,901129.0,32.625
2427,COA,910108.0,3.875
2428,IEI,901211.0,inf
2429,SLT,901107.0,2.375
2430,PH ,901214.0,inf
2431,ACS,901121.0,inf
2432,PMI,910108.0,17.0
2433,WCS,910124.0,20.5
2434,BRT,901214.0,2.75
2435,VRC,910128.0,9.25
2436,SAH,901120.0,4.875
2437,LOG,910102.0,19.0
2438,FFB,901224.0,18.0
2439,AMN,901130.0,38.0
2440,NI ,901226.0,19.0
2441,FBO,901228.0,18.0
2442,DSI,901217.0,10.75
2443,VCC,901212.0,inf
2444,PLP,901210.0,inf
2445,BRT,901101.0,3.625
2446,CYM,901224.0,18.0
2447,FLP,901211.0,1.5
2448,ICM,901217.0,3.625
2449,GMH,901226.0,inf
2450,PRI,901220.0,inf
2451,BA ,901221.0,46.5
2452,ALX,901218.0,23.125
2453,ARX,901226.0,1.5
2454,CMI,901113.0,17.75
2455,SPF,910110.0,5.625
2456,GE ,901211.0,56.5
2457,NNP,901107.0,inf
2458,CL ,901221.0,74.5
2459,FFB,910129.0,19.375
2460,UWR,901211.0,inf
2461,RPS,901128.0,5.125
2462,DCN,901109.0,21.75
2463,HFI,901205.0,inf
2464,GPI,901121.0,9.125
2465,GLX,910109.0,32.125
2466,AMD,910125.0,7.25
2467,XON,901212.0,50.125
2468,UAM,901218.0,15.75
2469,CMH,901113.0,12.875
2470,LPX,901130.0,24.25
2471,GRH,910104.0,inf
2472,PMI,901231.0,18.0
2473,OCQ,901205.0,inf
2474,LPX,901106.0,22.75
2475,VRC,901213.0,7.875
2476,AYD,910111.0,14.0
2477,TEK,901218.0,18.0
2478,MCN,910122.0,21.25
2479,LUK,901231.0,22.5
2480,GPI,901115.0,inf
2481,IEI,910128.0,23.0
2482,PMI,901116.0,14.75
2483,KWD,901116.0,9.25
2484,CMY,910124.0,28.25
2485,RPS,901106.0,5.0
2486,CAL,901206.0,3.5
2487,FDX,910115.0,33.125
2488,AR ,901228.0,27.0
2489,ATE,901217.0,inf
2490,ARX,910111.0,1.375
2491,SWY,901219.0,12.5
2492,DCN,910128.0,29.0
2493,CLE,901203.0,10.625
2494,HE ,901224.0,inf
2495,PEO,901203.0,29.75
2496,TCI,901218.0,8.0
2497,ACN,910130.0,29.125
2498,ACS,901218.0,inf
2499,MX ,901220.0,inf
2500,CPC,901217.0,inf
2501,CUC,910130.0,inf
2502,CMY,901203.0,25.75
2503,FPL,901102.0,28.5
2504,IS ,901105.0,2.0
2505,MCN,910123.0,inf
2506,NI ,910110.0,18.625
2507,BMC,901106.0,inf
2508,PEO,901115.0,inf
2509,AMO,901211.0,8.75
2510,CYR,901212.0,31.5
2511,VRC,910114.0,7.75
2512,NSP,910131.0,33.25
2513,AC ,901203.0,14.625
2514,HAN,901210.0,19.0
2515,UMG,901227.0,inf
2516,BG ,910121.0,inf
2517,SWY,910122.0,13.125
2518,LPX,901212.0,25.75
2519,TXI,901116.0,inf
2520,KR ,910103.0,13.875
2521,COA,901228.0,inf
2522,PRI,901226.0,14.875
2523,BA ,901203.0,45.125
2524,DBD,910122.0,35.0
2525,PPL,901226.0,44.125
2526,TEK,901226.0,18.25
2527,FDX,901207.0,32.375
2528,FFB,910115.0,14.875
2529,RPS,901126.0,5.0
2530,DCN,901115.0,23.5
2531,CUE,910108.0,12.75
2532,UEP,901219.0,30.0
2533,GBE,901218.0,1.125
2534,GLX,910115.0,31.75
2535,CYM,910103.0,18.625
2536,LUK,901128.0,22.625
2537,CP ,910123.0,17.125
2538,MNY,901231.0,10.75
2539,FNM,910124.0,38.5
2540,KR ,901112.0,12.125
2541,WAE,901126.0,inf
2542,HAN,901112.0,17.625
2543,MDP,910123.0,23.875
2544,CP ,901217.0,17.5
2545,HE ,901129.0,inf
2546,NNP,901123.0,14.25
2547,WIN,910123.0,34.0
2548,AR ,901214.0,26.125
2549,IEI,901128.0,22.875
2550,SWY,901205.0,12.625
2551,CMH,901231.0,13.625
2552,NI ,901105.0,18.0
2553,PIR,901224.0,4.25
2554,PEO,901217.0,24.875
2555,POM,901203.0,20.0
2556,HAN,910108.0,17.25
2557,NIC,910102.0,7.75
2558,SLT,910122.0,2.0
2559,AMN,901102.0,35.25
2560,AR ,901129.0,24.875
2561,SAH,901205.0,inf
2562,CMY,901114.0,27.5
2563,MON,910116.0,0.5625
2564,DI ,901224.0,20.75
2565,CUC,901226.0,inf
2566,ACS,901107.0,inf
2567,WBN,910125.0,11.125
2568,NSP,910117.0,32.75
2569,FLP,901126.0,1.25
2570,NI ,901206.0,18.875
2571,CMI,910131.0,21.0
2572,PRI,901115.0,13.625
2573,EMC,910123.0,10.25
2574,CPY,901219.0,inf
2575,IEI,901116.0,inf
2576,BG ,910111.0,30.0
2577,SLT,910121.0,1.75
2578,MCC,910131.0,7.875
2579,EFG,901220.0,inf
2580,GLX,901115.0,31.25
2581,LPX,910128.0,29.0
2582,BZF,910123.0,7.875
2583,DLT,901206.0,inf
2584,GBE,901123.0,inf
2585,AR ,901114.0,24.5
2586,AMO,910123.0,9.125
2587,KFV,901116.0,10.75
2588,VRC,901112.0,9.25
2589,ZIF,901102.0,5.0
2590,WCS,910122.0,20.0
2591,IBM,901123.0,113.5
2592,FOE,901221.0,18.875
2593,GBE,901228.0,1.125
2594,GLX,910129.0,34.5
2595,CYM,910117.0,18.25
2596,TEK,901108.0,16.0
2597,XON,901109.0,50.125
2598,KR ,901214.0,13.375
2599,EKO,901213.0,inf
2600,EFG,910129.0,inf
2601,ALX,901130.0,23.0
2602,HFI,901108.0,6.875
2603,GBE,910122.0,1.375
2604,RDA,901127.0,26.375
2605,FBO,910123.0,20.25
2606,MO ,910107.0,49.125
2607,WAE,901212.0,0.4375
2608,CLE,901120.0,11.5
2609,ZIF,901220.0,5.25
2610,KFV,901206.0,11.75
2611,FDX,901105.0,34.375
2612,T  ,901213.0,30.875
2613,ITG,901218.0,0.0625
2614,PLP,901115.0,inf
2615,IEI,901126.0,23.75
2616,BA ,901107.0,44.625
2617,DLT,901105.0,0.875
2618,AMN,901218.0,38.625
2619,FLP,910121.0,1.75
2620,NIC,910104.0,inf
2621,WCS,901113.0,18.0
2622,ZNT,910109.0,inf
2623,FBO,901114.0,17.125
2624,SAH,901211.0,5.125
2625,MNY,901206.0,11.0
2626,CYR,901116.0,27.75
2627,BMC,901116.0,3.25
2628,PMI,910118.0,17.875
2629,DI ,901210.0,20.625
2630,OEH,901128.0,2.625
2631,URS,910122.0,3.375
2632,VCC,901231.0,inf
2633,PLP,910122.0,inf
2634,IS ,901221.0,2.25
2635,LOG,910124.0,20.375
2636,XON,910125.0,52.75
2637,LUK,910102.0,22.75
2638,OEH,901113.0,2.375
2639,FBO,901210.0,16.75
2640,FOE,910123.0,17.625
2641,CPC,901105.0,76.875
2642,PRI,910115.0,inf
2643,IBM,910118.0,115.875
2644,MO ,901224.0,51.0
2645,POM,901115.0,19.875
2646,W  ,901220.0,inf
2647,ACN,901212.0,27.0
2648,PIM,901113.0,6.75
2649,FOE,901231.0,18.375
2650,KWD,901211.0,10.375
2651,CLF,901126.0,20.875
2652,SWY,901109.0,11.875
2653,WCS,910104.0,20.0
2654,BMC,910125.0,10.0
2655,WDG,901227.0,0.875
2656,GE ,901217.0,55.125
2657,PH ,901203.0,22.625
2658,UWR,901121.0,10.875
2659,MCN,901129.0,20.75
2660,ATE,910103.0,34.25
2661,TXI,901105.0,inf
2662,DSI,910116.0,10.875
2663,CLE,910117.0,10.875
2664,AMD,910103.0,5.125
2665,FMI,901109.0,8.0
2666,VCC,901127.0,inf
2667,CU ,901130.0,19.0
2668,KWD,910116.0,9.875
2669,CU ,901203.0,20.0
2670,GRH,910130.0,2.875
2671,IPT,901106.0,20.25
2672,IPT,901212.0,18.875
2673,BA ,910114.0,44.25
2674,GPI,910117.0,inf
2675,BZF,901129.0,7.25
2676,BZF,901231.0,6.875
2677,PH ,910116.0,23.875
2678,GE ,910102.0,57.125
2679,FPC,901114.0,38.625
2680,RDA,901129.0,26.125
2681,MON,901130.0,1.75
2682,FBO,910117.0,19.625
2683,GRH,901220.0,2.5
2684,CPY,910104.0,28.0
2685,PPL,910115.0,inf
2686,MDP,901128.0,22.25
2687,OCQ,901231.0,9.0
2688,T  ,901231.0,30.0
2689,AMD,901107.0,3.875
2690,PRI,910124.0,13.5
2691,CUE,901106.0,10.875
2692,GMH,901116.0,18.0
2693,KFV,910110.0,11.0
2694,MCC,901115.0,7.25
2695,ACN,901106.0,26.0
2696,LOG,901127.0,26.0
2697,XON,910128.0,52.75
2698,TUG,910116.0,6.5
2699,HAN,910128.0,18.75
2700,NIC,910122.0,inf
2701,DSI,901130.0,10.625
2702,AL ,910129.0,20.5
2703,FMI,910104.0,7.125
2704,FBO,901108.0,15.625
2705,CAL,910123.0,3.75
2706,MRT,901107.0,3.0
2707,CYR,901102.0,25.0
2708,BMC,901101.0,inf
2709,SWY,910118.0,13.25
2710,WBN,901113.0,9.125
2711,UAM,901115.0,inf
2712,HF ,910111.0,29.0
2713,FLP,901218.0,1.25
2714,HAT,901213.0,inf
2715,SLT,901221.0,2.0
2716,FBO,901204.0,15.75
2717,WDG,901114.0,1.5
2718,IBM,910128.0,124.5
2719,ZIF,910129.0,4.625
2720,CAL,901107.0,2.625
2721,SLB,901108.0,57.25
2722,FOE,901217.0,19.25
2723,UMG,901126.0,2.125
2724,BMC,910111.0,3.25
2725,CLF,910125.0,28.25
2726,WIN,901123.0,33.875
2727,PCO,901205.0,19.375
2728,TXI,910121.0,14.5
2729,ARX,901221.0,1.625
2730,PMI,901206.0,17.5
2731,UEP,901205.0,29.125
2732,FPL,910116.0,28.25
2733,DCN,910110.0,27.0
2734,HAN,901115.0,17.75
2735,NSI,901107.0,26.0
2736,BG ,901210.0,24.75
2737,RDA,901224.0,29.125
2738,NSI,901130.0,26.0
2739,OEH,901101.0,2.5
2740,GMH,910129.0,inf
2741,OCQ,901105.0,8.875
2742,IPT,901226.0,17.875
2743,ADU,901129.0,inf
2744,EKO,901107.0,2.75
2745,VRC,901221.0,7.875
2746,TXI,910125.0,inf
2747,UWR,901102.0,11.0
2748,FPC,910110.0,37.75
2749,NT ,910117.0,27.625
2750,TEK,901210.0,17.75
2751,MDP,910114.0,inf
2752,WCS,910129.0,20.5
2753,UEP,910104.0,29.5
2754,CPY,910122.0,inf
2755,BZF,910129.0,8.375
2756,UMG,910118.0,2.0
2757,GE ,901119.0,54.875
2758,CYM,901101.0,14.75
2759,COA,910115.0,inf
2760,GFB,901203.0,0.875
2761,HTR,910108.0,10.25
2762,AL ,901107.0,17.5
2763,GLX,901207.0,33.25
2764,VRC,910104.0,12.25
2765,W  ,901112.0,24.75
2766,CMH,910123.0,14.125
2767,XON,910118.0,51.625
2768,AL ,910115.0,19.375
2769,FMI,910102.0,7.25
2770,SLB,901231.0,56.875
2771,WIN,901119.0,33.0
2772,REC,901130.0,4.75
2773,VRC,910107.0,9.0
2774,MCC,901127.0,7.0
2775,MC ,901126.0,128.0
2776,SNT,901206.0,48.125
2777,AC ,901130.0,14.5
2778,FNM,901109.0,30.125
2779,REC,901113.0,4.75
2780,LPX,901203.0,25.0
2781,SNT,901116.0,51.0
2782,DP ,901224.0,31.25
2783,CYR,901220.0,31.25
2784,LOG,901114.0,21.5
2785,FLP,901228.0,1.25
2786,LUK,910130.0,21.5
2787,PRI,901205.0,15.75
2788,NI ,910104.0,18.75
2789,CUE,901123.0,12.625
2790,TXI,901108.0,12.0
2791,W  ,910109.0,26.625
2792,CYR,910122.0,36.0
2793,IEI,901107.0,inf
2794,CL ,901214.0,74.25
2795,EFG,901214.0,inf
2796,DBD,901109.0,32.75
2797,DLT,901231.0,0.5
2798,EMC,901127.0,8.0
2799,CP ,901116.0,inf
2800,CLF,910115.0,32.5
2801,FPC,901123.0,inf
2802,GE ,901115.0,55.25
2803,FDX,901130.0,30.5
2804,WHX,901107.0,3.0
2805,CL ,910129.0,68.25
2806,BZF,901108.0,7.5
2807,ARX,901203.0,1.625
2808,ATE,910131.0,33.625
2809,UEP,901211.0,29.25
2810,CU ,910130.0,24.25
2811,DCN,910124.0,28.375
2812,PEO,910103.0,25.0
2813,CU ,901107.0,18.625
2814,BRT,910102.0,inf
2815,HAN,901206.0,19.25
2816,POM,910131.0,19.875
2817,KR ,901224.0,13.75
2818,HE ,901113.0,29.75
2819,TXI,901128.0,inf
2820,ADU,901127.0,inf
2821,CLF,901109.0,inf
2822,MCN,901108.0,21.25
2823,FPC,910124.0,38.0
2824,GE ,910130.0,61.75
2825,FDX,910108.0,34.0
2826,USH,901119.0,30.25
2827,ATE,901210.0,34.5
2828,HE ,901114.0,29.75
2829,UTD,910107.0,inf
2830,SJI,910103.0,inf
2831,ACN,910107.0,24.25
2832,RDA,910115.0,inf
2833,AMO,910128.0,9.375
2834,HFI,910109.0,9.0
2835,HTR,910122.0,10.25
2836,AL ,901101.0,18.75
2837,REC,901227.0,5.125
2838,SLT,901102.0,inf
2839,RDA,910107.0,27.25
2840,GLX,901221.0,32.75
2841,MCC,901220.0,7.25
2842,NSP,901204.0,33.5
2843,ICM,910131.0,inf
2844,FLP,910103.0,1.125
2845,AL ,910109.0,19.25
2846,SLT,901101.0,2.375
2847,HAT,910117.0,14.875
2848,ATE,901113.0,34.25
2849,MRT,901120.0,2.875
2850,PCO,910131.0,16.125
2851,FBO,901127.0,16.25
2852,CUE,901218.0,14.5
2853,EMC,910108.0,9.0
2854,WCS,901120.0,inf
2855,BRT,901130.0,3.0
2856,SPF,910129.0,7.625
2857,ICM,901214.0,3.5
2858,RPS,910117.0,5.125
2859,FPL,901107.0,28.125
2860,NIC,901213.0,8.0
2861,AL ,901226.0,19.625
2862,BA ,901130.0,43.75
2863,ZIF,910109.0,4.75
2864,PLP,901126.0,28.625
2865,WDG,910107.0,0.5
2866,AMO,901213.0,8.75
2867,NIC,910128.0,8.625
2868,RPS,901231.0,5.375
2869,GBE,901211.0,1.375
2870,CLF,910129.0,29.5
2871,NT ,901206.0,28.5
2872,MRT,910110.0,2.875
2873,MNY,910114.0,11.25
2874,BZF,901114.0,7.5
2875,EKO,901218.0,2.75
2876,HFI,901129.0,inf
2877,DCN,910130.0,inf
2878,PEO,910117.0,24.625
2879,HE ,910124.0,32.125
2880,OCQ,901129.0,inf
2881,XON,901128.0,50.375
2882,NNP,910116.0,inf
2883,ACS,910128.0,inf
2884,LPX,901214.0,27.625
2885,FMI,901221.0,8.5
2886,CPC,910125.0,77.0
2887,DCN,910107.0,inf
2888,VCC,910125.0,1.375
2889,VRC,901121.0,8.5
2890,KFV,901121.0,11.0
2891,CL ,901112.0,70.375
2892,TUG,910124.0,7.0
2893,CMY,901115.0,27.25
2894,AR ,901127.0,25.375
2895,SNT,901123.0,52.0
2896,NIC,901101.0,12.0
2897,DCN,901221.0,28.375
2898,FPL,901207.0,28.125
2899,MDP,901127.0,22.0
2900,ICM,901112.0,inf
2901,MCC,910104.0,8.5
2902,UAM,901226.0,inf
2903,NNP,901213.0,15.25
2904,CYM,901105.0,14.75
2905,TUG,901101.0,6.75
2906,WCS,901220.0,19.625
2907,CP ,910131.0,17.5
2908,BMC,901220.0,4.125
2909,OEH,901130.0,2.625
2910,GLX,901227.0,33.125
