,Symbol,Date,Walrasian Price
3978,MRT,901231.0,2.5
3979,XON,910102.0,51.625
3980,NSI,910108.0,24.5
3981,CPY,901115.0,26.375
3982,SJI,901115.0,19.125
3983,SLB,901228.0,55.25
3984,BMC,901123.0,3.375
3985,CYR,901123.0,28.75
3986,NSP,910104.0,33.5
3987,SAH,901231.0,4.875
3988,PCO,910129.0,15.5
3989,WCS,901211.0,20.25
3990,CUE,901228.0,12.375
3991,UEP,910121.0,28.875
3992,EMC,910110.0,8.5
3993,URS,910102.0,inf
3994,OEH,910121.0,3.0
3995,BRT,901128.0,2.75
3996,AMD,901227.0,5.0
3997,UAM,910131.0,17.375
3998,FPL,901105.0,28.625
3999,NIC,901211.0,8.0
4000,AL ,901224.0,19.375
4001,IEI,901113.0,22.75
4002,ALX,910116.0,inf
4003,WAE,901214.0,inf
4004,AMO,901203.0,9.125
4005,FFB,910104.0,16.375
4006,RPS,901217.0,5.375
4007,TXI,901214.0,15.5
4008,CLE,901119.0,11.75
4009,ATE,901107.0,33.5
4010,REC,910104.0,5.125
4011,WDG,901207.0,inf
4012,USH,901206.0,31.875
4013,CLF,910131.0,inf
4014,MRT,910108.0,2.375
4015,AMN,910117.0,36.75
4016,KR ,901129.0,12.375
4017,ATE,910115.0,32.125
4018,GBE,910103.0,1.25
4019,WAE,901231.0,inf
4020,PH ,910123.0,24.625
4021,XON,901130.0,50.625
4022,NNP,910114.0,14.75
4023,POM,910115.0,20.0
4024,EKO,910118.0,2.5
4025,IBM,901116.0,113.25
4026,UMG,901212.0,2.125
4027,CPC,910115.0,73.375
4028,NSO,901108.0,inf
4029,ZIF,901129.0,4.625
4030,GPI,901130.0,inf
4031,KFV,901123.0,10.875
4032,AMO,901115.0,9.75
4033,CMI,901226.0,inf
4034,GBE,901116.0,1.625
4035,URS,901218.0,3.375
4036,BZF,910103.0,7.0
4037,FPL,901205.0,28.375
4038,AYD,901231.0,14.0
4039,ICM,901114.0,3.75
4040,ACN,910123.0,27.75
4041,NNP,901211.0,14.75
4042,CYM,901107.0,inf
4043,AMO,901107.0,inf
4044,KFV,910122.0,11.5
4045,FFB,901107.0,14.625
4046,FLP,901113.0,1.375
4047,MRT,901217.0,2.875
4048,LOG,901211.0,19.5
4049,NSI,910122.0,23.875
4050,DI ,901121.0,18.875
4051,URS,901127.0,inf
4052,ALL,910115.0,9.0
4053,PLP,910111.0,26.125
4054,MDP,901113.0,22.125
4055,MC ,901220.0,121.0
4056,SNT,901211.0,47.5
4057,FFB,901221.0,17.625
4058,ZIF,910121.0,inf
4059,MDP,901214.0,23.25
4060,Y  ,901106.0,93.0
4061,DSI,901212.0,10.75
4062,MO ,901207.0,50.0
4063,DP ,901206.0,29.0
4064,CYM,901205.0,19.5
4065,SLB,910104.0,55.5
4066,NSP,901107.0,35.0
4067,UEP,901121.0,28.375
4068,COA,901123.0,3.875
4069,AL ,901210.0,19.375
4070,IBM,910108.0,109.25
4071,HAN,901211.0,18.875
4072,NNP,901116.0,13.75
4073,UWR,901206.0,11.375
4074,EHP,910129.0,0.625
4075,CU ,910107.0,21.0
4076,HFI,901226.0,8.5
4077,DCN,901231.0,29.625
4078,IBM,901210.0,113.25
4079,AMD,910114.0,4.75
4080,ZNT,901116.0,inf
4081,CMY,901109.0,27.625
4082,XON,901227.0,51.875
4083,SPF,901109.0,4.875
4084,HAN,901127.0,19.625
4085,CU ,901205.0,19.625
4086,MCN,901203.0,21.5
4087,KR ,901127.0,12.5
4088,CYM,901102.0,inf
4089,UEP,901101.0,29.0
4090,ATE,910125.0,33.25
4091,PMI,901218.0,17.5
4092,DLT,910111.0,inf
4093,PH ,901105.0,inf
4094,RDA,901212.0,27.875
4095,HAN,901224.0,18.5
4096,COA,901106.0,inf
4097,IEI,910117.0,23.0
4098,FNM,901128.0,31.625
4099,DLT,901221.0,inf
4100,KWD,901105.0,inf
4101,CMY,910129.0,29.375
4102,REC,910115.0,5.0
4103,AMO,901109.0,9.75
4104,UWR,901205.0,11.125
4105,FNM,901114.0,32.5
4106,UMG,910131.0,2.0
4107,ARX,910116.0,1.375
4108,CU ,910108.0,21.0
4109,FOE,901108.0,18.5
4110,GLX,901130.0,32.0
4111,HF ,901207.0,31.0
4112,ACN,910117.0,27.5
4113,VRC,910111.0,8.875
4114,WHX,901128.0,inf
4115,COA,910111.0,4.0
4116,IEI,901214.0,inf
4117,GRH,901127.0,2.75
4118,CPC,901226.0,82.625
4119,REC,901101.0,inf
4120,BMC,901204.0,4.375
4121,SPF,910102.0,5.875
4122,SPF,910117.0,5.625
4123,TUG,910108.0,6.875
4124,NI ,910115.0,inf
4125,FMI,910114.0,inf
4126,ALL,910129.0,9.0
4127,BRT,901119.0,2.75
4128,BRT,901213.0,2.625
4129,RDA,901102.0,25.0
4130,SAH,901123.0,5.0
4131,AC ,901214.0,15.75
4132,PCO,910109.0,16.875
4133,WIN,901221.0,32.375
4134,MDP,901228.0,23.875
4135,FBO,901217.0,17.75
4136,SPF,910114.0,5.375
4137,FDX,901221.0,34.375
4138,WCS,901106.0,17.875
4139,CPY,901212.0,inf
4140,PLP,901207.0,inf
4141,CYM,901227.0,18.625
4142,TCI,901126.0,3.0
4143,BG ,910116.0,23.5
4144,PIM,901204.0,6.75
4145,KR ,910108.0,13.625
4146,AL ,901204.0,18.5
4147,BA ,901224.0,46.125
4148,DBD,910117.0,35.375
4149,ITG,901113.0,inf
4150,AYD,901130.0,12.25
4151,CL ,901218.0,73.375
4152,PCO,901218.0,18.0
4153,KWD,901123.0,8.625
4154,CUE,910121.0,13.125
4155,PMI,901123.0,15.375
4156,EMC,901211.0,7.875
4157,ALL,901206.0,8.875
4158,ALX,901231.0,22.875
4159,GLX,910110.0,31.75
4160,AMD,910128.0,7.125
4161,CLF,910103.0,inf
4162,HAN,901129.0,19.125
4163,TUG,901219.0,6.625
4164,CP ,910116.0,22.125
4165,GRH,910107.0,6.125
4166,CU ,901206.0,20.375
4167,ALX,910121.0,inf
4168,LPX,901109.0,22.375
4169,AYD,910108.0,inf
4170,BRT,910122.0,inf
4171,UEP,901213.0,29.75
4172,TEK,901231.0,18.75
4173,LUK,901228.0,22.0
4174,CP ,901210.0,17.5
4175,IEI,910131.0,22.625
4176,DCN,910118.0,28.5
4177,DCN,901130.0,25.375
4178,CMY,910115.0,25.875
4179,CAL,901211.0,3.0
4180,SJI,901101.0,19.0
4181,MCN,910111.0,21.0
4182,CMI,901126.0,18.375
4183,FMI,910124.0,8.0
4184,BRT,910108.0,2.5
4185,CLE,901206.0,9.375
4186,PIR,901221.0,4.375
4187,HE ,901221.0,35.0
4188,PEO,901204.0,25.875
4189,IS ,910123.0,2.25
4190,WHX,901113.0,4.375
4191,RDA,910103.0,28.625
4192,KR ,901213.0,13.625
4193,HAN,910103.0,18.5
4194,IEI,901228.0,inf
4195,CPC,901220.0,81.125
4196,USH,910109.0,27.5
4197,CMY,901206.0,26.375
4198,CMH,901115.0,13.375
4199,SAH,901119.0,5.0
4200,AMN,901228.0,38.875
4201,DI ,901221.0,21.375
4202,MX ,901226.0,inf
4203,SJI,901231.0,18.875
4204,WBN,910116.0,10.375
4205,BA ,910131.0,49.0
4206,PPL,901119.0,42.625
4207,MDP,901218.0,23.75
4208,NI ,901211.0,18.625
4209,ALX,910129.0,21.5
4210,GRH,901115.0,inf
4211,EMC,910128.0,9.5
4212,WBN,901109.0,7.625
4213,CYR,910111.0,31.0
4214,AMD,901205.0,4.25
4215,BG ,910122.0,23.25
4216,W  ,901213.0,27.0
4217,AC ,910102.0,16.5
4218,FOE,901126.0,17.625
4219,KWD,901218.0,10.25
4220,COA,901231.0,3.75
4221,BA ,901206.0,46.75
4222,WAE,901210.0,inf
4223,AMO,901129.0,9.625
4224,ADU,901121.0,inf
4225,UWR,901226.0,inf
4226,EKO,910121.0,2.75
4227,ZIF,901109.0,inf
4228,CUE,910111.0,12.25
4229,GLX,910124.0,34.125
4230,PH ,901129.0,22.0
4231,NT ,901130.0,25.125
4232,NSI,901205.0,26.0
4233,EKO,901206.0,3.0
4234,GRH,910121.0,2.375
4235,MX ,901121.0,17.0
4236,SWY,901127.0,12.125
4237,FNM,910121.0,36.75
4238,KR ,901115.0,12.75
4239,PCO,901107.0,inf
4240,CP ,901228.0,17.5
4241,ATE,901127.0,34.0
4242,KWD,901101.0,6.375
4243,ZIF,901227.0,inf
4244,HE ,901130.0,30.0
4245,SAH,910117.0,4.25
4246,CAL,901221.0,3.5
4247,T  ,901206.0,30.125
4248,WIN,910124.0,35.375
4249,MON,901204.0,1.625
4250,AR ,901211.0,26.125
4251,COA,901119.0,3.75
4252,NI ,901108.0,18.0
4253,FPL,901123.0,27.5
4254,PEO,901218.0,25.5
4255,PIR,901106.0,4.375
4256,POM,901212.0,20.25
4257,Y  ,910129.0,84.5
4258,FBO,901101.0,15.875
4259,ALL,901203.0,8.75
4260,ZIF,901221.0,4.75
4261,MRT,901207.0,3.0
4262,CMY,901113.0,27.375
4263,POM,901107.0,19.875
4264,DI ,901207.0,20.75
4265,UAM,910117.0,14.875
4266,ALL,910109.0,9.0
4267,PIM,901127.0,6.875
4268,RPS,910110.0,5.25
4269,GBE,901101.0,1.125
4270,OEH,901108.0,2.5
4271,DI ,910125.0,23.75
4272,CPC,901114.0,80.0
4273,ADU,910124.0,0.23438
4274,EMC,910118.0,10.0
4275,VCC,901219.0,inf
4276,EHP,901213.0,0.5
4277,CLF,901120.0,21.375
4278,ICM,901123.0,3.75
4279,EFG,901217.0,0.09375
4280,UTD,910110.0,inf
4281,PIM,901123.0,6.75
4282,ZIF,901130.0,4.625
4283,GBE,901120.0,1.75
4284,FPC,901212.0,38.0
4285,CL ,901126.0,68.75
4286,NT ,901227.0,inf
4287,VRC,901119.0,7.875
4288,SLB,901210.0,54.5
4289,HTR,901105.0,9.625
4290,IBM,901120.0,115.0
4291,DSI,910111.0,10.875
4292,PIR,910107.0,4.75
4293,CLE,910122.0,11.0
4294,GLX,910130.0,34.625
4295,BG ,901219.0,inf
4296,SLB,910116.0,52.0
4297,NSI,901219.0,inf
4298,PRI,901126.0,inf
4299,FMI,901227.0,inf
4300,WCS,910128.0,20.375
4301,IPT,901203.0,19.0
4302,PPL,901220.0,43.625
4303,PH ,910129.0,inf
4304,SNT,901128.0,50.0
4305,CMI,901203.0,19.5
4306,EKO,910110.0,2.625
4307,AMO,901221.0,8.75
4308,OEH,901203.0,2.5
4309,CLE,901123.0,11.625
4310,DBD,901127.0,35.75
4311,GMH,901101.0,19.0
4312,SAH,910123.0,3.75
4313,PLP,901112.0,30.25
4314,DP ,910108.0,inf
4315,TCI,910129.0,inf
4316,PIM,910114.0,6.75
4317,NSP,901121.0,31.875
4318,BRT,901106.0,3.25
4319,WCS,901116.0,19.0
4320,FBO,901119.0,17.0
4321,PIM,910118.0,6.75
4322,CAL,910110.0,3.5
4323,MRT,901116.0,inf
4324,LOG,901219.0,19.375
4325,TUG,910122.0,6.875
4326,CYR,901113.0,27.75
4327,MX ,901102.0,15.75
4328,BMC,901115.0,3.125
4329,PMI,910123.0,19.75
4330,CPY,901121.0,inf
4331,W  ,901128.0,27.0
4332,LOG,910121.0,20.25
4333,LUK,910123.0,20.75
4334,OEH,901114.0,inf
4335,CMI,910116.0,19.75
4336,DI ,910111.0,19.375
4337,CPC,901108.0,76.75
4338,IBM,910123.0,119.75
4339,MO ,901231.0,51.125
4340,GBE,901219.0,1.125
4341,EHP,901219.0,inf
4342,CMH,910115.0,12.75
4343,WDG,910130.0,inf
4344,USH,910122.0,28.25
4345,RPS,901206.0,inf
4346,CU ,910116.0,21.0
4347,KWD,901214.0,inf
4348,PRI,901129.0,13.0
4349,IBM,901217.0,111.25
4350,WDG,901109.0,1.0
4351,REC,910129.0,inf
4352,WDG,901224.0,1.0
4353,FPC,901226.0,38.75
4354,CL ,901128.0,69.875
4355,SNT,901219.0,45.375
4356,MCN,901130.0,21.375
4357,UMG,901102.0,2.0
4358,ADU,901115.0,0.3125
4359,BZF,901221.0,7.125
4360,USH,910103.0,inf
4361,MNY,910125.0,inf
4362,SNT,910102.0,46.875
4363,SJI,901107.0,18.875
4364,KR ,901123.0,12.75
4365,HAT,901121.0,14.5
4366,SPF,901210.0,5.625
4367,GMH,910122.0,19.75
4368,OCQ,901116.0,inf
4369,WAE,901105.0,inf
4370,IPT,901217.0,17.75
4371,BA ,910117.0,47.25
4372,BZF,901130.0,7.5
4373,TXI,910128.0,inf
4374,SNT,910123.0,40.625
4375,GE ,910107.0,54.375
4376,TEK,901205.0,17.375
4377,MON,901129.0,1.875
4378,CP ,901120.0,16.375
4379,EMC,901113.0,8.25
4380,VCC,910102.0,1.5
4381,PPL,910124.0,inf
4382,UEP,901109.0,29.0
4383,AYD,901120.0,11.25
4384,CAL,901121.0,2.875
4385,T  ,901226.0,30.25
4386,GE ,901106.0,53.5
4387,DP ,901113.0,26.5
4388,DSI,901116.0,10.5
4389,HFI,910116.0,8.5
4390,TUG,901205.0,6.5
4391,ALL,901120.0,8.75
4392,GMH,901115.0,inf
4393,HF ,901231.0,30.375
4394,IS ,910109.0,inf
4395,ICM,910122.0,inf
4396,CMH,910102.0,13.25
4397,KR ,901204.0,13.125
4398,ACS,901205.0,18.375
4399,NIC,910121.0,16.5
4400,PRI,910109.0,14.0
4401,FMI,910107.0,6.875
4402,CMY,901228.0,28.75
4403,AC ,901108.0,13.625
4404,VRC,901214.0,inf
4405,FFB,901212.0,17.875
4406,RDA,901226.0,28.75
4407,HAN,901205.0,18.875
4408,SLT,901204.0,2.25
4409,AR ,910124.0,inf
4410,SWY,910115.0,12.125
4411,CUC,901129.0,inf
4412,BRT,901221.0,2.5
4413,CYR,901231.0,30.125
4414,HF ,910108.0,28.375
4415,PIM,901227.0,6.875
4416,LUK,910117.0,20.25
4417,TEK,901107.0,16.0
4418,SLT,901218.0,1.875
4419,WCS,901205.0,20.0
4420,ZIF,910130.0,4.625
4421,PLP,910123.0,25.0
4422,GE ,901127.0,53.375
4423,CLF,901220.0,26.75
4424,AC ,910124.0,16.125
4425,ACN,901219.0,26.75
4426,TCI,901226.0,3.75
4427,AYD,901105.0,10.5
4428,VCC,901224.0,inf
4429,KR ,910116.0,13.0
4430,DLT,901218.0,0.5625
4431,URS,901114.0,inf
4432,DBD,910109.0,33.625
4433,FMI,901101.0,inf
4434,BA ,910111.0,44.875
4435,FOE,910114.0,inf
4436,TUG,901210.0,6.625
4437,SPF,901116.0,5.25
4438,PMI,901211.0,18.25
4439,EMC,901219.0,7.625
4440,DSI,910131.0,11.0
4441,FPL,910123.0,28.75
4442,BZF,901227.0,6.875
4443,TCI,901211.0,4.0
4444,AYD,910123.0,14.0
4445,NSI,901108.0,26.0
4446,SLB,901213.0,53.75
4447,NNP,910111.0,inf
4448,ACS,910121.0,inf
4449,WCS,901210.0,20.25
4450,OCQ,901106.0,9.0
4451,IPT,901231.0,17.625
4452,ADU,901130.0,0.375
4453,DBD,901226.0,34.125
4454,CMY,910104.0,27.75
4455,CMI,901206.0,19.875
4456,RDA,910102.0,29.625
4457,NT ,910118.0,27.625
4458,FDX,910103.0,34.125
4459,CL ,901109.0,68.5
4460,PPL,910108.0,42.25
4461,URS,901129.0,inf
4462,HTR,901205.0,9.75
4463,CLE,901231.0,9.75
4464,RDA,910128.0,30.0
4465,TEK,910109.0,17.5
4466,ITG,901213.0,inf
4467,RPS,901105.0,5.0
4468,PPL,901121.0,42.625
4469,HTR,910111.0,10.25
4470,SJI,910110.0,18.375
4471,UEP,901119.0,28.75
4472,KFV,910129.0,12.125
4473,REC,901108.0,inf
4474,CMH,910116.0,13.125
4475,XON,910115.0,50.0
4476,EHP,901113.0,0.625
4477,SLT,910109.0,inf
4478,MO ,901109.0,48.875
4479,AL ,910118.0,20.125
4480,GRH,901213.0,2.5
4481,NIC,901203.0,7.75
4482,SPF,901211.0,5.75
4483,VRC,910110.0,8.125
4484,FDX,910118.0,35.25
4485,UWR,910116.0,11.375
4486,AC ,901127.0,14.75
4487,PCO,910118.0,inf
4488,AR ,910110.0,26.625
4489,POM,901112.0,20.375
4490,UEP,910116.0,28.625
4491,CUC,901127.0,inf
4492,CYR,901217.0,30.75
4493,CMI,901120.0,18.25
4494,AR ,901120.0,25.625
4495,PEO,901109.0,27.75
4496,GMH,901120.0,inf
4497,ALL,901107.0,8.625
4498,DLT,901123.0,0.8125
4499,DCN,901206.0,inf
4500,CL ,901211.0,72.875
4501,FFB,910103.0,inf
4502,EFG,901211.0,inf
4503,HE ,901101.0,27.75
4504,DBD,901106.0,32.875
4505,COA,901207.0,4.125
4506,CP ,901115.0,16.375
4507,MON,901106.0,inf
4508,FPC,901126.0,38.375
4509,FDX,901228.0,33.875
4510,NT ,901213.0,28.375
4511,TUG,901204.0,6.5
4512,BZF,901105.0,7.125
4513,ARX,901206.0,1.875
4514,ATE,910128.0,33.5
4515,DCN,910121.0,28.625
4516,HE ,910107.0,inf
4517,HAT,901106.0,14.625
4518,NT ,901101.0,26.0
4519,CL ,910124.0,70.75
4520,HAN,901203.0,18.75
4521,KR ,901227.0,13.875
4522,UAM,901102.0,13.0
4523,IBM,901105.0,107.625
4524,VRC,901130.0,9.125
4525,PH ,910107.0,24.0
4526,CL ,901107.0,67.875
4527,USH,901116.0,inf
4528,GBE,901105.0,1.0
4529,MO ,910116.0,49.25
4530,HTR,901219.0,10.25
4531,EHP,910116.0,6.5
4532,PIR,901212.0,4.75
4533,AR ,901101.0,23.75
4534,ACN,910104.0,23.75
4535,CL ,910122.0,70.75
4536,POM,901127.0,19.625
4537,IS ,901129.0,2.25
4538,HTR,910125.0,10.625
4539,CPC,901129.0,77.5
4540,REC,901224.0,5.125
4541,ALL,901228.0,9.125
4542,WIN,901231.0,32.0
4543,HF ,901218.0,30.5
4544,FLP,901102.0,1.5
4545,MRT,901228.0,2.625
4546,PIM,910104.0,6.75
4547,UAM,910114.0,inf
4548,NSI,910111.0,30.0
4549,PRI,910129.0,inf
4550,PPL,901102.0,42.25
4551,GRH,901203.0,2.625
4552,ALL,901226.0,inf
4553,BMC,901120.0,inf
4554,CMH,910109.0,12.625
4555,SAH,901102.0,4.875
4556,CMY,901128.0,25.625
4557,SAH,901224.0,inf
4558,PCO,910128.0,15.5
4559,UEP,910122.0,28.75
4560,EMC,910111.0,8.75
4561,ZNT,910130.0,12.25
4562,WCS,901127.0,inf
4563,BRT,901105.0,3.5
4564,BRT,901129.0,3.125
4565,AMD,901228.0,4.875
4566,IS ,901210.0,inf
4567,RPS,910118.0,inf
4568,IEI,901114.0,22.5
4569,ZIF,910110.0,4.625
4570,FOE,910124.0,18.375
4571,WDG,910104.0,0.75
4572,AMD,910129.0,6.875
4573,CMY,901212.0,28.625
4574,ATE,901106.0,inf
4575,AMN,910125.0,38.75
4576,WDG,901206.0,1.0
4577,USH,901205.0,30.5
4578,RDA,901113.0,26.125
4579,DSI,910117.0,10.875
4580,NT ,901203.0,26.0
4581,MRT,910109.0,2.25
4582,AMN,910116.0,inf
4583,KR ,901130.0,12.375
4584,EKO,901217.0,2.625
4585,ATE,910114.0,32.75
4586,MX ,910130.0,20.0
4587,GBE,910102.0,1.25
4588,VCC,901119.0,1.375
4589,PEO,910118.0,24.625
4590,HE ,910121.0,32.0
4591,NNP,910115.0,14.75
4592,HAN,901221.0,18.375
4593,POM,910114.0,20.0
4594,PRI,901106.0,11.875
4595,GPI,910102.0,9.375
4596,WHX,901106.0,3.125
4597,CAL,910115.0,3.25
4598,AMO,901112.0,9.75
4599,USH,901102.0,25.5
4600,CMI,901227.0,inf
4601,ALX,901113.0,inf
4602,URS,901221.0,3.375
4603,ZNT,901123.0,10.25
4604,BZF,910102.0,6.75
4605,FPL,901210.0,28.375
4606,GLX,901127.0,31.5
4607,ICM,901115.0,3.75
4608,LUK,901101.0,19.125
4609,ACN,910122.0,27.0
4610,CLF,901115.0,inf
4611,CU ,901115.0,17.75
4612,BMC,901219.0,inf
4613,MTR,901221.0,46.0
4614,MCC,901207.0,7.25
4615,FLP,901112.0,1.25
4616,LOG,901210.0,19.5
4617,NSI,910125.0,24.0
4618,FNM,910118.0,37.125
4619,GRH,901217.0,2.5
4620,ALL,910116.0,8.75
4621,PLP,910110.0,25.5
4622,MDP,901114.0,22.125
4623,TEK,901123.0,17.0
4624,FFB,901218.0,16.125
4625,UMG,901123.0,2.0
4626,CUE,901203.0,12.75
4627,DSI,901211.0,10.625
4628,MO ,901204.0,49.25
4629,CYM,901206.0,18.75
4630,WCS,901206.0,20.5
4631,BG ,910129.0,25.0
4632,CMH,901219.0,12.625
4633,ICM,901231.0,3.75
4634,GMH,901220.0,18.5
4635,NIC,901226.0,7.75
4636,AL ,901211.0,19.5
4637,WBN,901116.0,9.0
4638,CLF,901214.0,25.625
4639,AMO,901218.0,8.625
4640,IEI,910111.0,21.875
4641,HE ,901105.0,29.0
4642,CUE,910116.0,11.5
4643,ATE,901116.0,33.75
4644,FNM,901214.0,34.0
4645,HTR,901129.0,9.875
4646,AMD,910115.0,5.0
4647,XON,901226.0,52.0
4648,HAN,901126.0,19.125
4649,FOE,910104.0,18.125
4650,PCO,901120.0,18.25
4651,LPX,901120.0,45.375
4652,UEP,901102.0,29.125
4653,ATE,910124.0,33.25
4654,PMI,901221.0,inf
4655,PPL,901213.0,43.5
4656,WHX,901108.0,3.125
4657,NT ,901105.0,inf
4658,PH ,901106.0,inf
4659,RDA,901213.0,inf
4660,ACS,910111.0,inf
4661,Y  ,901203.0,inf
4662,GPI,901101.0,9.25
4663,IEI,910118.0,22.25
4664,PMI,901106.0,inf
4665,CPC,910130.0,77.0
4666,ARX,901109.0,inf
4667,KWD,901106.0,6.625
4668,ZNT,901212.0,12.0
4669,RPS,901112.0,5.125
4670,CMI,901213.0,inf
4671,NT ,910104.0,27.875
4672,VCC,901207.0,1.625
4673,TCI,901224.0,inf
4674,FNM,901113.0,32.125
4675,ARX,910117.0,1.375
4676,NIC,901114.0,inf
4677,FPL,901220.0,28.875
4678,FOE,901109.0,18.625
4679,TCI,910104.0,inf
4680,HF ,901206.0,31.5
4681,ACN,910116.0,26.0
4682,ACS,901228.0,16.5
4683,GRH,901120.0,2.875
4684,CPC,901227.0,81.625
4685,SJI,910116.0,inf
4686,BMC,901205.0,4.25
4687,MTR,901102.0,43.25
4688,SNT,901227.0,47.0
4689,IS ,901119.0,3.125
4690,MCN,910129.0,21.125
4691,ALX,901102.0,25.0
4692,NI ,910116.0,inf
4693,FMI,910115.0,8.0
4694,SJI,901218.0,18.875
4695,ALL,910130.0,9.0
4696,BRT,901210.0,inf
4697,CAL,910130.0,3.75
4698,CMH,901120.0,13.75
4699,AC ,901213.0,15.375
4700,PCO,910108.0,16.75
4701,CMI,910107.0,inf
4702,MX ,901128.0,inf
4703,CPY,901211.0,26.875
4704,UTD,901219.0,16.375
4705,CYM,901220.0,17.25
4706,CMI,901127.0,18.5
4707,PIM,901203.0,6.75
4708,KR ,910109.0,13.625
4709,AL ,901205.0,18.625
4710,DBD,910116.0,34.0
4711,CL ,901217.0,73.25
4712,PCO,901217.0,18.0
4713,CUE,910122.0,12.75
4714,EMC,901204.0,7.875
4715,ATE,901102.0,33.5
4716,CYM,910109.0,18.5
4717,HAN,901128.0,19.5
4718,TUG,901218.0,6.75
4719,WBN,910121.0,10.625
4720,CP ,910117.0,16.875
4721,UEP,901116.0,28.75
4722,UEP,901128.0,29.125
4723,GBE,910130.0,1.125
4724,BRT,910123.0,inf
4725,BG ,901116.0,22.75
4726,LUK,901219.0,21.375
4727,CP ,901211.0,17.5
4728,VCC,901115.0,1.375
4729,SPF,901115.0,5.375
4730,SAH,910128.0,9.0
4731,CAL,901210.0,3.25
4732,SNT,901105.0,51.75
4733,ITG,901130.0,inf
4734,AR ,901224.0,27.25
4735,REC,910128.0,5.25
4736,ATE,901221.0,33.875
4737,DP ,910131.0,inf
4738,CLE,901207.0,8.875
4739,PIR,901218.0,4.625
4740,HE ,901220.0,inf
4741,PEO,901207.0,25.375
4742,HAN,910102.0,18.625
4743,MX ,901112.0,16.375
4744,CPC,901221.0,81.5
4745,CPC,901120.0,80.5
4746,REC,901214.0,inf
4747,USH,910108.0,27.75
4748,CMY,901207.0,26.625
4749,CMH,901114.0,inf
4750,SAH,901112.0,5.0
4751,KWD,901127.0,9.25
4752,DI ,901218.0,20.5
4753,MX ,901227.0,inf
4754,SJI,901228.0,18.875
4755,UEP,901127.0,29.0
4756,SPF,910128.0,7.125
4757,VRC,910118.0,7.25
4758,FFB,901126.0,15.875
4759,NI ,901212.0,18.75
4760,UEP,910108.0,29.0
4761,EMC,910129.0,9.625
4762,TEK,901114.0,17.125
4763,CYR,910110.0,30.875
4764,AMD,901206.0,4.625
4765,WIN,901210.0,33.75
4766,W  ,901212.0,inf
4767,GLX,901105.0,30.5
4768,FOE,901127.0,17.625
4769,KWD,901219.0,10.875
4770,DLT,901211.0,inf
4771,BA ,901207.0,45.875
4772,IPT,910109.0,15.125
4773,FNM,901121.0,30.125
4774,CMH,910129.0,14.5
4775,FDX,901203.0,30.75
4776,KFV,901106.0,10.625
4777,TUG,901123.0,inf
4778,CUE,910104.0,13.0
4779,MNY,901109.0,10.375
4780,UEP,901231.0,29.875
4781,PIR,910102.0,4.875
4782,MCN,901218.0,inf
4783,TEK,901102.0,inf
4784,PH ,901130.0,21.875
4785,WBN,901128.0,10.125
4786,NSI,901204.0,26.0
4787,EKO,901207.0,3.0
4788,GRH,910122.0,2.5
4789,UAM,901127.0,inf
4790,MX ,910104.0,18.0
4791,KR ,901116.0,12.875
4792,PCO,901106.0,19.0
4793,TXI,910103.0,15.25
4794,AMD,910109.0,5.0
4795,ATE,901126.0,34.0
4796,WBN,901207.0,10.0
4797,PMI,901102.0,15.5
4798,CPC,910110.0,75.875
4799,KWD,901102.0,inf
4800,ZIF,901226.0,inf
4801,AMN,910102.0,inf
4802,CAL,910116.0,3.625
4803,CAL,901220.0,3.375
4804,T  ,901207.0,30.0
4805,SLB,910102.0,57.375
4806,MON,901205.0,1.625
4807,AR ,901210.0,inf
4808,CUC,901211.0,15.25
4809,UWR,910102.0,11.5
4810,NI ,901109.0,18.125
4811,FPL,901120.0,27.125
4812,AYD,901204.0,12.875
4813,PEO,901221.0,25.75
4814,PPL,901128.0,43.125
4815,NSP,901128.0,32.625
4816,FLP,910115.0,1.125
4817,HAN,910104.0,18.375
4818,SLT,910118.0,inf
4819,UMG,901113.0,2.0
4820,ALL,901204.0,8.75
4821,MRT,901204.0,3.25
4822,WIN,901213.0,inf
4823,AMN,901213.0,38.75
4824,DI ,901204.0,20.5
4825,UAM,910116.0,14.625
4826,DI ,901114.0,19.25
4827,ALL,910110.0,9.0
4828,FLP,901130.0,1.25
4829,FFB,901128.0,16.75
4830,LUK,910104.0,inf
4831,DI ,910122.0,21.125
4832,CPC,901115.0,80.375
4833,MO ,901218.0,51.375
4834,CYM,901128.0,16.125
4835,CLF,901123.0,21.125
4836,W  ,901226.0,inf
4837,ICM,901121.0,3.625
4838,RPS,901211.0,5.375
4839,TXI,901102.0,11.375
4840,ZNT,901105.0,10.125
4841,SWY,901119.0,12.125
4842,IPT,910123.0,inf
4843,GBE,901127.0,1.625
4844,FPC,901213.0,38.375
4845,VRC,901116.0,8.25
4846,WBN,901115.0,9.0
4847,HTR,901106.0,9.75
4848,IBM,901127.0,113.875
4849,DSI,910110.0,10.875
4850,PIR,910104.0,4.875
4851,CLE,910123.0,11.125
4852,CPC,910114.0,73.75
4853,PPL,901106.0,43.0
4854,BG ,901218.0,24.0
4855,PH ,910114.0,23.25
4856,NSI,901218.0,25.375
4857,CU ,901120.0,inf
4858,LPX,901226.0,27.5
4859,FMI,901228.0,inf
4860,HFI,901112.0,inf
4861,BZF,901127.0,7.0
